"No","Reg3","Prov4","City5","Nacor6","Dist7","Vill8","Hamlet9","Rcom10","Rnieg11","Shen12","Scso13","Snei14","Nain15","Datin16","Timst17","Timfh18","Resta19","Age20","Resta21","Sex22","Ethn23","Reli24","Edu25","Disf26","Disl27","Dism28","Diser29","Disv30","Disq31","Dist32","Disw33","Disff34","Disfir35","Tyhc36","Tyer37","Tyds38","Tylf39","Tycf40","Tywc41","Tym42","Tyls43","Tywf44","Tyep45","Tyfd46","Mefv47","Nufv48","Relfv49","Mefin50","Nuin51","Remin52","Peimp53","Toblo54","Perlos55","Tonblo56","Penblo57","Redes58","Renov59","Albac60","Reprec61","Livtem62","Tytem63","Dursty64","Fnores65","Typlas66","Dufsta67","Wrat68","NdisA69","Natlcy70","Leharn71","Decom72","Copred73","Lislop74","Reold75","Goprep76","Goprev77","Gomit78","Gores79","Gorec80","Ngprep81","Ngprev82","Ngmit83","Ngres84","Ngrec85","Paprep86","Paprev87","Parmit88","Pares89","Parec90","Efprep91","Efprev92","Efmit93","Efres94","Efrec95","Prepm96","Prevm97","Mitm98","Resm99","Recm100","Qdev101","Qplan102","Qbul103","Qplac104","Qcom105","Refin106","Sorfin107","Tofin108","Pefin109","Aqfin110","Rehel111","Cohel112","Fahel113","Quhel114","Refod115","Sofod116","Adfod117","Ecar118","Epro119","Efru120","Eveg121","Edai122","Ecoc123","Etea124","Espi125","Relod126","Sorlod127","Felad128","Owhos129","Tydwe130","Aniws131","Tras132","Staw133","Stabh134","Suven135","Yarcle136","Kitot137","Coslep138","Hsiz139","Torom140","Sorwat141","Safwat142","Dywat143","Locwat144","Timwat145","Distwat146","Msowat147","Swatop148","Dywtop149","Lowop150","Otwop151","Odiwop152","Hhtol153","Hhsew154","Rewat155","Purwat156","Swats157","Qalas158","Disgar159","Fodref160","Sofire161","Livcon162","Elecut163","Sorelc164","TV165","Comp166","Intnt167","Pint168","Kint169","Hphon170","Tphon171","HP172","Kushp173","HPus174","Tbyca175","Pbyca176","Trevcal177","Disvil178","Tcomm179","Dismar180","Tmar181","Ptrans182","Cuwork183","Duwork184","Hawork185","Typoc186","Workfa187","Swork188","Snwork189","Stywork190","Diswork191","Satwork192","Incom193","Insta194","Fstain195","Pstain196","Pconin197","Rmony198","Remony199","Tmon200","Tincomx201","Ternfod202","Ternfir203","Tpernf204","Sernf205","Thsup206","Thsupr207","Tphsup208","Shsup209","Tfsup210","Tfsupr211","Tpfsup212","Sfsup213","Tolis214","Tolis215","Toplis216","Stoplis217","Fborm218","Purbm219","Olivs220","Ocat221","Ogoat222","Ohors223","Opig224","Opol225","Ofish226","Oothr227","Tolivs228","Hstaliv229","Livpro230","Livdis231","Oveh232","Ocar233","Omotb234","Orowb235","Obicy236","Omotb237","Otract238","Owatv239","Oandc240","Totveh241","Hsoveh242","Wvehp243","Pvehdi244","Ohap245","Orad246","Otape247","Otelv248","Orefg249","Osew250","Ovcd251","Owhp252","Obatc253","Otelp254","Omobp255","Thap256","Howhap257","Whapro258","Phapd259","Ostol260","Osaw261","Oaxe262","Omach263","Ofork264","Oplow265","Ohoe266","Orak267","Tstol268","Hons269","Stolav270","Pstold271","Ojew272","Oring273","Owat274","Oear275","Oneck276","Obrac277","Oankl278","Tjew279","Hojew280","Wjepro281","Pjed282","Ohfur283","Ococh284","Otab285","Ochar286","Obed287","Odes288","Tohfur289","Hfurav290","Whfpro291","Profurdi292","Profuby293","Hcarhel294","Hmhel295","Hparhel296","Hlethel297","Plaberp298","Plasam299","Typla300","Ylipp301","Slipp302","Datrel303","Plarefg304","Tirel305","Ncure306","Disformv307","Fparc308","Fallt309","Ffitcom310","Ffitpre311","Hcom312","Hcomp313","Fsats314","Fsatspc315","Imidco316","Precoid317","Perkin318","Perspo319","Proadl320","Prokno321","Prorel322","Compre323","Getun324","Comhep325","Felmem326","Belcom327","Sayco328","Pegin329","Yfecon330","Gobon331","Vilhed332","Viof333","Vilcon334","LKMD335","Hamol336","Neigh337","Comsol338","Neigsol339","HHo340","HHmet341","RTmet342","RWmet343","Vilmet344","Kecmet345","LMD346","LKMD347","Volwor348","Copar349","Voimp350","Tpaef351","Relo352","Parel353","Paris354","Taris355","Aofic356","Asubn357","Aneig358","Avil359","Aciv360","Apkk361","Amar362","Afam363","Arel364","Afrin365","Aret366","Afarm367","Ayut368","Amot369","Tarsm370","Toars371","Arsev372","Fcbrig373","Rparf374","Rnled375","Oinb376","Pwtdo377","Acco378","Coflg379","Trup380","Sicul381","Pyhel382","Mhel383","Fhelp384","Sphel385","Smhel386","Comed387","Dismed388","Upse389","Uncon390","Fner391","Fcon392","Foway393","Focop394","Conim395","Ftop396","Ange397","Fdif398","Fbot399","Fneat400","Fconb401","Trobm402","Fdep403","Feffor404","Ffear405","Slepre406","Tales407","Flon408","Fsad409","Fcog410","Tnotw411","Asom412","Livdet413","Makpn414","Getwan415","Godab416","Fredep417","Hapen418","Lifconp419","Wipla420","Gtwan421","Gtplea422","Beled423","Predet424","Sotal425","Misfre426","Gensen427","Plerel428","Mispl429","Frelim430","Petrus431","Mispe432","Frejec433","Cancal434","Impor435","Imsteb436","Imfiv437"
"44","1","1","1","2","1","2","5","1","2","0","0","0","5",1,83,95,"2",21,"2","2","1","1",1,"2","2","2","1","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,1,3,3,2,3,3,"1","1","1","1","1","1","1","3","3","1","2","2","3","2","2",3,3,3,3,3,"1","1","1","1","1",1,2,3,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","2","1",20,3,"3","1",1,"2",9,15,"1","3",1,"1",0,0,"1","3","3","0","0",0,"7","3","2",2,"1","2","1","2","2","0","0","2",0,"2","6","2",3,"1",10,12,2,12,3,"3","2",19,"2","8","2","2","1","0",24,2,7,"2","14","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","2","2","2","2","2","2","2","2",0,"2","2","2","1","2","2","2","1","1","2","2","2",1,"1","0","2","1","2","2","1","2","2","2","1","1","2","2",1,"1","0","2","1","1","1","2","2","2","1","2",1,"1","0","2","1","1","2","2","2","2","2",1,"1","0","2","1","1","2","2","1","1",1,"1","0","2",0,"2","4","3","2","7","1","1",3,25,1,"1",1,"7",0,"1",3,3,3,3,2,4,3,2,2,1,1,1,2,2,"1",2,2,2,5,2,1,2,2,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2",0,0,0,3,3,3,3,3,3,3,3,3,2,2,"2","0","0",0,0,2,2,1,1,2,1,1,2,1,1,0,2,1,0,0,2,1,1,0,0,1,0,0,6,3,4,3,2,2,2,2,2,2,2,2,3,1,4,4,4,3,2,4,4,4,4,2,3,4
"45","1","1","1","2","1","2","5","1","2","0","0","0","5",2,8,21,"1",46,"2","1","1","1",1,"2","2","2","1","2","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,4,3,2,2,3,3,1,1,"1","1","1","3","1","1","1","3","3","1","2","2","2","3","1",2,2,2,2,3,"1","1","1","1","1",3,4,4,4,5,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","3","2","2","2","2","1","1","2","2",15,3,"4","1",1,"2",9,15,"1","4",1,"1",0,0,"1","3","3","0","0",0,"7","3","4",3,"1","2","2","2","2","0","0","2",0,"1","0","0",0,"0",0,12,2,12,2,"3","1",1,"0","8","2","2","2","0",0,0,16,"2","14","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","1","2","2","2","1","2","2",7,"1","0","2","2","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","2","2","2","1","2","2","2","2","1",1,"1","0","2","1","2","2","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","1","1","1",1,"1","0","2",0,"2","0","2","2","7","1","1",47,4,1,"12",1,"7",0,"1",4,5,3,4,2,3,4,3,4,1,1,2,1,1,"1",2,1,1,2,2,2,2,2,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2",0,0,0,3,3,3,4,5,3,3,3,3,3,3,"2","0","0",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,1,3,3,4,3,3,5,3,5,4,3,3,2,2,3,3,3,4,3,3,4,4,1,1,2
"46","1","1","1","2","1","2","5","1","2","0","0","0","5",2,25,31,"2",6,"2","1","1","1",2,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,3,1,2,3,3,3,3,"1","1","1","1","1","2","2","2","2","2","1","1","1","1","1",1,1,3,1,3,"1","1","1","2","1",4,3,3,3,5,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","3","2","2","2","2","1","1","1","2",11,3,"4","1",1,"2",4,11,"1","4",1,"2",0,0,"1","3","3","0","0",0,"7","3","4",5,"1","2","2","2","2","0","0","2",0,"1","0","0",0,"0",0,12,2,12,3,"5","2",17,"2","6","2","1","2","7",0,0,9,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","1","5","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","2","2","2","2","2","2","2","1",2,"1","0","2","1","1","2","2","2","2","2","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","1","1",1,"1","0","2",0,"1","2","2","3","7","1","1",8,3,1,"12",1,"7",0,"1",3,3,2,2,3,3,2,2,2,1,2,1,1,4,"3",3,2,3,3,3,4,4,4,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,3,3,3,3,4,4,3,4,3,4,3,"2","0","0",0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,2,2,2,2,4,2,2,3,4,4,4,4,4,4,1,2,3
"47","1","1","1","2","1","2","5","1","2","0","0","0","5",2,49,59,"2",20,"2","2","1","1",9,"2","2","2","1","2","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,1,1,3,4,4,3,"1","1","1","1","1","3","2","2","1","1","1","1","1","3","1",1,2,2,3,2,"1","1","3","3","1",4,3,3,3,5,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","3","2","2","1","1","1","1","1","2",9,3,"1","1",1,"2",4,11,"1","4",1,"1",0,0,"1","6","3","0","0",0,"7","3","4",3,"1","2","2","2","2","0","0","2",0,"1","0","0",0,"0",0,12,2,12,3,"5","2",15,"2","6","2","1","2","7",0,0,7,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","1","2","2","2","2","2",2,"1","0","2","1","2","2","2","1","2","2","2","2",1,"1","0","2","1","1","2","2","2","2","2","2","2","2","1",1,"1","0","2","1","1","2","1","2","2","2","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","1","1",1,"1","0","2",0,"2","0","2","2","7","1","1",2,25,1,"12",1,"7",0,"1",3,4,2,3,3,2,2,3,3,1,1,3,3,3,"4",4,4,3,4,4,3,3,3,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,3,4,2,3,3,3,3,3,3,4,3,"2","0","0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,4,4,4,1,1,2
"48","1","1","1","2","1","2","5","1","2","0","0","0","5",2,62,72,"2",28,"2","2","1","1",9,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",2,0,0,16,11,"2","1","1","1","2","0",0,"2","0",0,3,1,1,1,1,1,2,1,"1","2","1","1","1","1","2","3","1","1","1","1","1","1","1",2,2,2,2,2,"1","1","1","1","1",3,3,4,3,5,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","3","2","2","2","2","1","1","1","2",5,2,"1","1",1,"2",4,11,"1","4",1,"1",0,0,"1","3","3","0","0",0,"2","3","4",2,"1","2","1","2","2","0","0","2",0,"1","0","0",0,"0",0,12,2,12,3,"3","2",18,"2","8","1","1","1","5",27,4,7,"2","14","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","1","34","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","2","2","2","2","2","2","1",1,"1","0","2","1","1","2","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","2",2,"1","0","2",0,"1","1","1","2","7","1","1",6,35,1,"12",1,"7",0,"1",4,2,3,4,3,4,2,4,3,2,1,1,3,3,"5",4,3,4,4,3,3,2,4,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,3,5,4,5,4,3,5,3,5,3,4,"1","18","0",2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,3,3,5,1,3,5,3,3,5,2,4,4,4,5,5,4,5,5,3,1,1,2
"49","1","1","1","2","1","2","5","1","2","0","0","0","5",2,67,78,"1",43,"2","1","1","1",9,"2","2","2","1","2","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,3,1,1,1,3,3,3,3,"1","1","1","1","1","2","2","2","3","3","1","1","1","1","1",2,1,3,2,2,"1","1","1","1","1",4,3,3,3,5,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","2","1","2","2","1","1","1","2","2",9,3,"1","1",1,"2",4,11,"1","4",1,"1",0,0,"1","3","3","0","0",0,"7","3","4",4,"1","2","1","2","2","0","0","2",0,"1","0","0",0,"0",0,12,2,12,1,"3","2",15,"2","8","2","2","2","0",0,0,9,"2","14","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","1","2","2","1","2","2",2,"2","1","2","1","2","2","2","1","2","2","2","2",1,"1","0","2","1","2","2","1","2","2","2","2","2","2","1",1,"1","0","2","1","1","2","1","2","2","2","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","1",2,"1","0","2",0,"2","0","2","2","7","1","1",44,2,1,"12",1,"7",0,"1",4,2,4,4,3,4,2,4,3,1,2,3,3,2,"1",3,3,4,4,3,4,2,4,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2",0,0,0,3,5,4,5,4,3,5,3,5,4,4,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,4,3,3,3,5,1,3,5,3,3,5,2,5,4,4,4,3,3,4,4,3,1,1,2
"50","1","1","1","2","1","2","5","1","2","0","0","0","5",2,80,90,"2",12,"2","2","2","1",2,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,3,1,3,3,3,1,"1","1","1","1","1","3","2","2","1","1","1","1","1","1","1",1,2,2,3,2,"1","1","3","3","1",1,3,4,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"4","3","2","2","2","2","1","1","1","2",5,2,"1","1",1,"2",4,11,"1","1",1,"1",0,0,"1","3","3","0","0",0,"2","2","4",3,"1","2","2","2","2","0","0","2",0,"1","0","0",0,"0",0,12,2,12,3,"3","2",15,"2","6","1","1","1","5",27,4,9,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","1","2","2","2","2","2","2","2","2","1",1,"1","0","2","1","2","2","1","2","2","1","2",2,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","1",2,"1","0","2",0,"2","0","2","3","7","1","1",5,16,1,"12",1,"7",0,"1",3,4,3,3,3,2,2,2,2,1,1,5,3,3,"4",4,3,4,4,3,3,4,3,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,3,3,2,3,3,3,3,3,3,3,3,"2","0","0",0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,3
"51","1","1","1","2","1","2","6","3","3","0","0","0","6",1,41,53,"1",47,"2","1","1","1",1,"2","2","2","1","2","1","2",2,"2","2","2","2","1","2","2","2","2","2","2","1","2","2",3,"2","1",0,"0",5,0,0,0,0,"1","2","3","1","1","1",11,"2","0",0,1,1,2,3,3,1,1,1,"1","2","1","1","2","1","1","1","1","1","1","1","1","1","1",2,2,3,2,3,"1","1","1","1","1",1,4,5,3,3,"3","0",0,0,0,"2","1",18,2,"2","34",3,"1","2","2","2","2","2","2","2","3","0",0,"1","4","1","2","2","1","1","1","2","2",24,4,"3","1",1,"2",4,11,"1","3",1,"2",5,10,"2","3","3","0","0",0,"2","2","4",3,"1","2","1","2","2","0","0","2",0,"2","6","2",2,"1",8,17,2,14,1,"3","1",1,"0","6","1","1","1","5",28,1,16,"1","22","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","1","2","2","1","2","2",7,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","2","2","1","1","1","2","1",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","1","2","2","1","2","2","2",2,"1","0","2","1","2","1","1","1","1",3,"1","0","2",0,"1","1","1","3","8","1","1",48,5,1,"12",1,"8",0,"1",3,5,5,3,4,5,4,3,4,3,2,4,5,3,"3",5,3,1,2,2,5,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,3,4,5,3,4,3,5,3,4,1,1,"1","13","0",2,4,2,3,4,1,0,0,2,0,3,4,0,0,0,1,0,1,0,5,0,0,0,0,0,0,2,4,3,5,3,2,1,1,5,3,3,5,2,4,3,2,3,4,4,3,4,3,3,4,4
"52","1","1","1","2","1","2","6","3","1","0","0","0","6",1,57,67,"2",27,"2","2","1","1",3,"2","2","2","1","1","2","2",2,"2","2","2","2","1","2","2","1","2","2","2","1","2","1",0,"0","2",2,"4",3,15,12,2,12,"2","1","1","1","2","0",0,"2","0",0,1,2,3,3,4,2,3,2,"1","1","1","1","1","1","1","1","2","1","1","1","1","2","1",1,1,3,3,3,"1","1","1","1","2",1,3,2,3,4,"3","0",0,0,0,"2","1",18,2,"2","43",3,"1","2","2","2","2","2","2","2","3","0",0,"4","1","2","2","2","2","1","1","2","2",11,3,"4","1",1,"2",4,11,"1","4",1,"2",0,0,"1","1","3","0","0",0,"2","3","4",2,"1","2","1","2","2","0","0","2",0,"1","0","0",0,"0",0,17,2,14,1,"3","1",1,"0","6","1","1","1","5",27,1,7,"1","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","2","2","2","1","1","2","1",1,"1","0","2","1","2","1","1","2","2","1","2",1,"1","0","2","1","2","1","1","2","2","2",1,"1","0","2","1","2","1","1","1","2",3,"1","0","2",0,"2","0","2","2","8","1","1",4,29,2,"8",2,"8",0,"1",3,5,5,5,5,5,5,5,5,4,4,4,4,4,"3",3,4,3,3,2,3,2,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,2,5,5,4,5,5,5,3,3,1,1,"2","0","0",0,0,0,1,2,3,0,3,1,0,3,4,1,0,0,1,0,0,1,1,0,1,1,0,0,2,1,3,4,1,3,2,1,1,5,3,1,4,2,4,3,4,4,4,2,4,4,4,3,4,4
"53","1","1","1","2","1","2","6","3","1","0","0","0","6",1,69,84,"2",25,"2","2","1","1",9,"2","2","2","1","2","2","2",2,"2","2","2","2","1","2","1","1","2","2","2","1","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,2,3,4,2,2,1,"1","1","1","1","2","1","1","1","2","2","1","1","1","1","2",1,2,3,3,3,"1","1","1","2","2",3,3,2,4,4,"3","0",0,0,0,"2","1",20,4,"2","19",3,"1","2","2","2","2","2","2","2","3","0",0,"1","4","2","2","2","2","1","1","2","2",20,4,"4","1",1,"1",0,0,"1","4",1,"2",5,11,"1","3","3","0","0",0,"2","1","2",2,"1","2","1","2","1","0","0","2",0,"2","26","1",3,"1",6,17,2,14,1,"3","1",1,"0","3","2","1","1","2",31,1,16,"1","15","1","1","2","0",0,2,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","1","2","1","1","1","2","1",1,"1","0","2","1","2","1","1","2","2","1","2",1,"1","0","2","1","1","1","1","1","2","2",1,"1","0","2","1","2","1","1","1","2",3,"1","0","2",0,"1","1","1","2","8","1","1",3,17,2,"12",1,"8",0,"1",5,5,5,4,5,5,5,5,5,4,4,5,5,5,"3",5,1,3,4,5,5,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,3,5,3,4,3,4,5,4,3,1,1,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,1,0,0,1,1,3,4,5,4,2,1,3,4,3,2,3,2,4,3,2,3,3,4,4,4,2,3,4,4
"54","1","1","1","2","1","2","6","3","1","0","0","0","6",1,49,59,"1",26,"2","1","1","1",3,"2","2","2","1","1","2","2",2,"2","2","2","1","1","2","2","1","2","2","2","1","2","1",0,"0","1",0,"0",3,27,16,14,7,"2","1","1","1","1","2",2,"2","0",0,1,1,2,3,4,2,2,1,"1","1","1","1","2","1","1","1","1","2","1","1","1","1","2",1,1,1,1,2,"1","1","1","2","2",2,3,4,1,2,"3","0",0,0,0,"2","2",20,3,"2","34",3,"1","1","2","2","2","2","2","2","3","0",0,"1","4","2","2","2","2","1","1","2","2",9,3,"4","1",1,"2",9,13,"1","4",1,"2",0,0,"1","1","3","0","0",0,"2","1","2",2,"1","2","1","2","2","0","0","2",0,"2","37","4",3,"1",10,17,3,14,1,"3","1",1,"0","2","3","1","1","9",27,1,16,"2","15","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","2","2","2","1","1","2","1",1,"1","0","2","1","2","1","1","2","2","1","2",1,"1","0","2","1","1","2","2","1","2","2",1,"1","0","2","1","2","1","1","1","1",4,"1","0","2",0,"2","0","2","2","8","1","1",8,23,2,"12",1,"8",0,"1",4,5,5,5,2,5,5,4,4,4,3,5,4,5,"3",3,3,3,3,3,3,3,4,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,3,4,5,2,3,3,5,4,3,1,1,"2","0","0",0,0,0,1,2,0,1,2,3,0,4,4,7,0,2,0,0,3,1,1,0,2,0,0,0,1,2,4,5,5,3,2,1,3,4,2,3,1,2,4,5,3,5,4,2,4,4,3,2,2,3
"55","1","1","1","2","1","2","6","3","3","0","0","0","6",2,62,72,"2",12,"2","2","1","1",2,"2","2","2","1","2","2","2",2,"2","2","2","1","1","2","1","1","2","2","2","1","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,2,3,4,2,4,1,"1","1","1","1","2","1","1","1","1","2","1","1","1","1","2",1,1,1,1,2,"1","1","1","1","1",2,3,1,4,5,"3","0",0,0,0,"3","0",0,0,"3","0",0,"1","2","2","2","2","2","2","2","3","0",0,"1","4","2","2","2","1","1","1","2","2",9,3,"4","1",1,"2",9,13,"1","4",1,"2",0,0,"1","3","3","0","0",0,"16","2","4",3,"1","2","2","2","2","0","0","2",0,"1","0","0",0,"0",0,17,1,14,1,"3","1",1,"0","6","1","1","1","5",27,1,14,"2","22","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","1","2","2","2","1","2",2,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","2","2","2","2","2","2","2","1",1,"1","0","2","1","2","2","1","2","2","1","2",1,"1","0","2","1","2","2","1","2","2","2",2,"1","0","2","1","2","2","2","1","1",3,"1","0","2",0,"2","0","2","2","8","1","1",5,16,2,"12",1,"8",0,"1",4,5,4,5,5,5,5,5,5,4,4,5,4,5,"3",4,4,3,3,4,3,3,3,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",6,1,1,4,3,5,2,3,4,5,3,2,3,1,"1","9","0",2,4,4,3,2,0,2,1,2,0,3,1,2,1,0,2,0,3,1,2,0,1,1,0,0,2,1,2,5,3,3,3,5,1,5,3,1,5,2,3,4,4,4,3,2,3,4,3,3,3,3
